MeanCleanWS,RMS_20_60,Ta
2.89274626865672,0.0002399409411239,238.239701492537
8.11047904191617,0.0059064333303371,243.393611940299
2.55693811074919,0.0004141723377414,240.537462686567
4.94173134328358,0.0028528058409333,236.197223880597
3.90364179104478,0.0080912410313701,230.579253731343
5.59819672131148,0.0145207686590775,239.820819672131
7.95914893617021,0.008651943364605,236.692131147541
5.38901639344262,0.0016231316378039,235.895245901639
1.9383606557377,0.0002212355015756,235.021803278688
5.54803278688525,0.0009339500347183,236.42868852459
6.8627868852459,0.0024173226308171,237.130983606557
5.81098360655738,0.0029064363115491,236.820163934426
4.29622950819672,0.0002728801566734,237.850491803279
4.07426229508197,0.0002756064780422,235.45131147541
3.83967213114754,0.0002350518303577,234.981967213115
3.39508196721311,0.00021072683129,236.622786885246
6.40213114754098,0.002425529244498,240.253770491803
5.93131147540984,0.0007024969140692,233.744590163934
4.66482142857143,0.0008764255927406,238.570327868852
11.3744262295082,0.0353801766675575,236.745737704918
6.75245901639344,0.0019975963717645,235.53
4.65114754098361,0.0004425410674015,237.914262295082
4.42950819672131,0.0014972954543287,237.068032786885
5.82606557377049,0.0048125065411959,236.132459016393
4.28672131147541,0.0043008216220442,237.109180327869
6.48114754098361,0.0074176259975686,237.073278688525
6.81262295081967,0.0215733391510637,244.109672131148
9.19590163934426,0.0109765459067475,239.364262295082
12.0254098360656,0.0591752366129174,237.125081967213
3.14250746268657,0.0002594321742251,212.308985074627
4.6709552238806,0.0006571955887688,204.957432835821
6.97083582089552,0.0129136444243532,235.909641791045
1.2618691588785,0.0002081725762231,197.622865671642
1.69113432835821,0.0002082750491345,193.570746268657
7.2865671641791,0.0467788300044989,236.67823880597
3.08217910447761,0.0011672124944557,209.913671641791
3.01042345276873,0.0009688171014559,220.275343283582
1.36207207207207,0.0003694043729344,215.134925373134
1.1605671641791,0.0002505213457487,199.223402985075
0.650686567164179,0.0002066278404523,196.424149253731
1.0050447761194,0.0002093919022811,200.235701492537
4.31853731343284,0.0086917088063724,235.963432835821
1.21336448598131,0.0002273404942541,196.633630952381
5.56202380952381,0.0028666086033058,239.375952380952
0.669880952380952,0.0002112700208898,197.961547619048
2.23839285714286,0.0002131960969182,213.634702380952
2.45410714285714,0.000245533059798,205.847380952381
3.10809523809524,0.0002396946705062,217.896011904762
0.54672619047619,0.000216337695548,195.335119047619
5.01880952380952,0.0028158660427389,230.786726190476
5.18577380952381,0.0107173809716031,245.454404761905
3.58867549668874,0.0029900761282609,236.720597014925
2.0797619047619,0.0002305048245257,221.334761904762
8.7847619047619,0.0132793461862442,238.682023809524
6.24482142857143,0.0043178441941276,240.917738095238
3.1078431372549,0.0023218048898653,222.991369047619
8.88660714285714,0.0065177603975352,237.517857142857
4.2614880952381,0.0018331873342142,211.600357142857
2.31909090909091,0.0004550743832233,226.303273809524
5.72589285714286,0.0073682493338766,237.289404761905
5.80782608695652,0.0010874326230277,245.301547619048
3.40371794871795,0.0015069521567569,242.652261904762
5.961375,0.0060621785408065,242.39494047619
6.79017857142857,0.0116318312122196,242.838571428571
0.777857142857143,0.0002120023632525,204.947440476191
3.6025,0.0016060609465119,228.950714285714
2.8725,0.0011257351521208,230.902976190476
6.40464285714286,0.0116143584415845,238.358869047619
1.36095238095238,0.00022588855943,214.16119047619
3.3126875,0.0002669498976585,235.490833333333
4.78898809523809,0.015301132594666,241.333630952381
6.67214285714286,0.014183103168211,243.186071428571
5.95720238095238,0.007509311459691,245.236309523809
4.65565476190476,0.0036339271987993,244.795714285714
7.76104294478528,0.0287879880835994,240.519523809524
2.85655844155844,0.0002224121522274,210.800416666667
5.01392857142857,0.0078645553441014,239.194464285714
3.19577380952381,0.0005005992278625,221.447261904762
2.47910714285714,0.0002155944112464,211.623273809524
1.40833333333333,0.0002411838601081,217.897797619048
0.842142857142857,0.0002085465359656,196.302738095238
4.97511904761905,0.0082535135959626,247.486071428571
2.67476190476191,0.0028600710227078,226.215714285714
5.55627450980392,0.0047680331003185,253.562023809524
0.687261904761905,0.0002751118823073,210.358273809524
3.76517857142857,0.001334636324645,241.604345238095
13.2131000097275,0.0586524114151146,241.657350008297
13.2133500065803,0.0388770945120253,239.950449986935
